"specification_id","adjustment_id","construction_id","instrument","fixed_effect","linear_slope","spearman_rho","isotonic_r_squared","n_bins","share_nondecreasing_bin_steps","n_negative_bin_steps","n_state_slopes","share_negative_state_slopes","n","status","reason","construct_id","treatment","analysis_scope"
"region_main__nonzero_mean_sensitivity_high","region_main","nonzero_mean_sensitivity_high","ling_distance_nonzero_mean_sensitivity_high","region",1.57685356766698,0.171806809544071,0.0203246411411612,10,0.444444444444444,5,24,0.333333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_main__nonzero_mean_hindi_urdu_separate","region_main","nonzero_mean_hindi_urdu_separate","ling_distance_nonzero_mean","region",4.89588430137759,0.253044343432129,0.0621633881269835,10,0.555555555555556,4,24,0.166666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_main__glottolog_mean","region_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean","region",-1.0108577675571,-0.105926844825311,0.00318824045419686,10,0.444444444444444,5,24,0.541666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_main__glottolog_mean_shastry","region_main","glottolog_mean_shastry","ling_distance_glottolog_nonhindi_mean","region",-0.964768323557763,-0.0949757458651557,0.00227128720957648,10,0.333333333333333,6,24,0.541666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_main__dyen_noncognate","region_main","dyen_noncognate","ling_distance_dyen_noncognate_pct","region",-0.131952179110827,0.0506252564887797,0.00445837398522886,10,0.555555555555556,4,24,0.333333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_main__dyen_noncognate_shastry","region_main","dyen_noncognate_shastry","ling_distance_dyen_noncognate_pct","region",-0.163753048483936,0.0177669633271086,0.000412668368347746,10,0.555555555555556,4,24,0.375,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_expanded__nonzero_mean","region_expanded","nonzero_mean","ling_distance_nonzero_mean","region",6.93008243750132,0.302939330969218,0.109387150067212,10,0.666666666666667,3,24,0.333333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_expanded__distant_share","region_expanded","distant_share","ling_share_distance_ge3","region",0.0106769196903088,-0.00477251026095639,0.0505157580777237,10,0.555555555555556,4,24,0.625,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_expanded__top3_legacy","region_expanded","top3_legacy","ling_distance_top3_legacy","region",3.82854280238556,0.301825160260404,0.0919619060889525,10,0.777777777777778,2,24,0.416666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_expanded__nonzero_mean_hindi_urdu","region_expanded","nonzero_mean_hindi_urdu","ling_distance_nonzero_mean","region",6.88746197167436,0.29667411924462,0.109731005700457,10,0.666666666666667,3,24,0.333333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_expanded__nonzero_mean_shastry","region_expanded","nonzero_mean_shastry","ling_distance_nonzero_mean","region",6.35955586464634,0.284880147645106,0.0975204684484684,10,0.888888888888889,1,24,0.375,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_expanded__nonzero_mean_sensitivity_low","region_expanded","nonzero_mean_sensitivity_low","ling_distance_nonzero_mean_sensitivity_low","region",6.36021467502649,0.28493947848442,0.111115359316379,10,0.666666666666667,3,24,0.375,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_expanded__nonzero_mean_sensitivity_high","region_expanded","nonzero_mean_sensitivity_high","ling_distance_nonzero_mean_sensitivity_high","region",3.03781741585583,0.200132851117253,0.0402547502703524,10,0.555555555555556,4,24,0.333333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_expanded__nonzero_mean_hindi_urdu_separate","region_expanded","nonzero_mean_hindi_urdu_separate","ling_distance_nonzero_mean","region",6.66393841703577,0.278459926296109,0.10549756315383,10,0.666666666666667,3,24,0.291666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_expanded__glottolog_mean","region_expanded","glottolog_mean","ling_distance_glottolog_nonhindi_mean","region",-0.341270153970192,-0.0276382410117369,0.0106520439504567,10,0.222222222222222,7,24,0.666666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_expanded__glottolog_mean_shastry","region_expanded","glottolog_mean_shastry","ling_distance_glottolog_nonhindi_mean","region",-0.331893480468482,-0.0233296979142212,0.00833725504820904,10,0.555555555555556,4,24,0.583333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_expanded__dyen_noncognate","region_expanded","dyen_noncognate","ling_distance_dyen_noncognate_pct","region",-0.000112869795734054,0.0918254656580923,0.0204868044519836,10,0.777777777777778,2,24,0.416666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"region_expanded__dyen_noncognate_shastry","region_expanded","dyen_noncognate_shastry","ling_distance_dyen_noncognate_pct","region",-0.0363266259048136,0.0599112198301901,0.00916066092921619,10,0.777777777777778,2,24,0.333333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_main__nonzero_mean","state_main","nonzero_mean","ling_distance_nonzero_mean","state",2.26187481345522,0.170529260439839,0.101945245318755,10,0.666666666666667,3,24,0.291666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_main__distant_share","state_main","distant_share","ling_share_distance_ge3","state",0.0445512729296941,0.036310910835179,0.082815646537089,10,0.444444444444444,5,24,0.5,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_main__top3_legacy","state_main","top3_legacy","ling_distance_top3_legacy","state",1.49990296709671,0.144619420457611,0.0540349130913038,10,0.666666666666667,3,24,0.291666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_main__nonzero_mean_hindi_urdu","state_main","nonzero_mean_hindi_urdu","ling_distance_nonzero_mean","state",2.28006927356597,0.170700507978155,0.102123935527987,10,0.666666666666667,3,24,0.291666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_main__nonzero_mean_shastry","state_main","nonzero_mean_shastry","ling_distance_nonzero_mean","state",1.98962806485334,0.152474948489902,0.0944748769625372,10,0.555555555555556,4,24,0.333333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_main__nonzero_mean_sensitivity_low","state_main","nonzero_mean_sensitivity_low","ling_distance_nonzero_mean_sensitivity_low","state",1.97243444723071,0.154048152534467,0.0957443179309704,10,0.555555555555556,4,24,0.333333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_main__nonzero_mean_sensitivity_high","state_main","nonzero_mean_sensitivity_high","ling_distance_nonzero_mean_sensitivity_high","state",0.590313671928836,0.072720935398771,0.023747572211896,10,0.333333333333333,6,24,0.458333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_main__nonzero_mean_hindi_urdu_separate","state_main","nonzero_mean_hindi_urdu_separate","ling_distance_nonzero_mean","state",2.5716004952434,0.183240049640552,0.110282639347058,10,0.666666666666667,3,24,0.291666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_main__glottolog_mean","state_main","glottolog_mean","ling_distance_glottolog_nonhindi_mean","state",-0.360460953402671,-0.0951478677526833,0.000957981904699534,10,0.333333333333333,6,24,0.5,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_main__glottolog_mean_shastry","state_main","glottolog_mean_shastry","ling_distance_glottolog_nonhindi_mean","state",-0.291246582940541,-0.0759921256110061,0.00204318810301662,10,0.333333333333333,6,24,0.5,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_main__dyen_noncognate","state_main","dyen_noncognate","ling_distance_dyen_noncognate_pct","state",0.0184105514775208,0.086288711733248,0.0205294791238695,10,0.555555555555556,4,24,0.416666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_main__dyen_noncognate_shastry","state_main","dyen_noncognate_shastry","ling_distance_dyen_noncognate_pct","state",0.013080387667395,0.0659318635897818,0.0164416784236301,10,0.555555555555556,4,24,0.458333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_expanded__nonzero_mean","state_expanded","nonzero_mean","ling_distance_nonzero_mean","state",2.74667090849747,0.168232844690786,0.109704664247814,10,0.555555555555556,4,24,0.291666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_expanded__distant_share","state_expanded","distant_share","ling_share_distance_ge3","state",0.0544165540264483,0.0289152904878488,0.103370781682482,10,0.555555555555556,4,24,0.458333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_expanded__top3_legacy","state_expanded","top3_legacy","ling_distance_top3_legacy","state",1.75279112651214,0.130194157361249,0.060026506652974,10,0.555555555555556,4,24,0.375,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_expanded__nonzero_mean_hindi_urdu","state_expanded","nonzero_mean_hindi_urdu","ling_distance_nonzero_mean","state",2.76390958708473,0.16109790531535,0.109413407648557,10,0.666666666666667,3,24,0.333333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_expanded__nonzero_mean_shastry","state_expanded","nonzero_mean_shastry","ling_distance_nonzero_mean","state",2.40481763777692,0.137733295886206,0.0990641185640627,10,0.666666666666667,3,24,0.458333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_expanded__nonzero_mean_sensitivity_low","state_expanded","nonzero_mean_sensitivity_low","ling_distance_nonzero_mean_sensitivity_low","state",2.37565408161435,0.137832596975164,0.0993097498564723,10,0.777777777777778,2,24,0.416666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_expanded__nonzero_mean_sensitivity_high","state_expanded","nonzero_mean_sensitivity_high","ling_distance_nonzero_mean_sensitivity_high","state",0.821886053605749,0.0769015736974273,0.0278104816994241,10,0.555555555555556,4,24,0.583333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_expanded__nonzero_mean_hindi_urdu_separate","state_expanded","nonzero_mean_hindi_urdu_separate","ling_distance_nonzero_mean","state",3.05081547100067,0.176387525060254,0.119319398747233,10,0.555555555555556,4,24,0.375,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_expanded__glottolog_mean","state_expanded","glottolog_mean","ling_distance_glottolog_nonhindi_mean","state",-0.355135734723256,-0.0806537808827167,0.00225042786419172,10,0.444444444444444,5,24,0.541666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_expanded__glottolog_mean_shastry","state_expanded","glottolog_mean_shastry","ling_distance_glottolog_nonhindi_mean","state",-0.309017737129166,-0.070524759743662,0.000844415541910726,10,0.444444444444444,5,24,0.625,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_expanded__dyen_noncognate","state_expanded","dyen_noncognate","ling_distance_dyen_noncognate_pct","state",0.0322957572569017,0.0723751927393542,0.0337216791055172,10,0.555555555555556,4,24,0.5,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"state_expanded__dyen_noncognate_shastry","state_expanded","dyen_noncognate_shastry","ling_distance_dyen_noncognate_pct","state",0.0258645774287416,0.054604045026736,0.0291353093396548,10,0.555555555555556,4,24,0.541666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__region_fe","region_fe","nonzero_mean","ling_distance_nonzero_mean","region",8.83962270910724,0.299349394851057,0.182018517424098,10,0.666666666666667,3,24,0.458333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__state_fe","state_fe","nonzero_mean","ling_distance_nonzero_mean","state",1.88665142852086,0.10641466354082,0.0816197328947542,10,0.444444444444444,5,24,0.458333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__census_controls","census_controls","nonzero_mean","ling_distance_nonzero_mean","none",4.79161068991682,0.372918869324076,0.133159201297871,10,0.666666666666667,3,24,0.291666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__expanded_controls","expanded_controls","nonzero_mean","ling_distance_nonzero_mean","none",6.00548411100013,0.444379180521198,0.203515411693653,10,0.777777777777778,2,24,0.125,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__region_fe_main_without_human_capital","region_fe_main_without_human_capital","nonzero_mean","ling_distance_nonzero_mean","region",5.77468197106693,0.312546430285108,0.0817082044621495,10,0.555555555555556,4,24,0.291666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__state_fe_main_without_human_capital","state_fe_main_without_human_capital","nonzero_mean","ling_distance_nonzero_mean","state",2.37724082072355,0.187838501955014,0.105949126217742,10,0.666666666666667,3,24,0.333333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__region_fe_expanded_without_human_capital","region_fe_expanded_without_human_capital","nonzero_mean","ling_distance_nonzero_mean","region",6.21307123297121,0.310170448757859,0.0867147217480965,10,0.666666666666667,3,24,0.208333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__state_fe_expanded_without_human_capital","state_fe_expanded_without_human_capital","nonzero_mean","ling_distance_nonzero_mean","state",2.66389409033623,0.195403371328178,0.123183973828817,10,0.777777777777778,2,24,0.416666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__region_fe_plus_basic_scale_geography","region_fe_plus_basic_scale_geography","nonzero_mean","ling_distance_nonzero_mean","region",6.9815326531196,0.279485787734617,0.177895439330066,10,0.555555555555556,4,24,0.208333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__region_fe_plus_social_composition","region_fe_plus_social_composition","nonzero_mean","ling_distance_nonzero_mean","region",5.2394646660606,0.313508089510126,0.0923654470588715,10,0.666666666666667,3,24,0.208333333333333,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__region_fe_plus_human_capital","region_fe_plus_human_capital","nonzero_mean","ling_distance_nonzero_mean","region",4.57901686082046,0.24161210259189,0.0812738567578948,10,0.444444444444444,5,24,0.291666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__region_fe_plus_demography","region_fe_plus_demography","nonzero_mean","ling_distance_nonzero_mean","region",4.53439772596287,0.246890049150292,0.0747999668072686,10,0.555555555555556,4,24,0.25,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__region_fe_plus_economic_structure","region_fe_plus_economic_structure","nonzero_mean","ling_distance_nonzero_mean","region",5.39928744414315,0.282468442707237,0.0783586313317383,10,0.555555555555556,4,24,0.291666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__state_fe_plus_basic_scale_geography","state_fe_plus_basic_scale_geography","nonzero_mean","ling_distance_nonzero_mean","state",2.75632595007637,0.209560583937868,0.144553487648305,10,0.444444444444444,5,24,0.25,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__state_fe_plus_social_composition","state_fe_plus_social_composition","nonzero_mean","ling_distance_nonzero_mean","state",2.37179830410073,0.196641949439008,0.10694096755078,10,0.777777777777778,2,24,0.291666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__state_fe_plus_human_capital","state_fe_plus_human_capital","nonzero_mean","ling_distance_nonzero_mean","state",2.14869672366113,0.149818675587027,0.0955398008993624,10,0.666666666666667,3,24,0.25,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__state_fe_plus_demography","state_fe_plus_demography","nonzero_mean","ling_distance_nonzero_mean","state",2.13642634805845,0.150663047110747,0.0950578743906855,10,0.666666666666667,3,24,0.291666666666667,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
"absorption__state_fe_plus_economic_structure","state_fe_plus_economic_structure","nonzero_mean","ling_distance_nonzero_mean","state",2.61589345807749,0.169103321783805,0.106973644968992,10,0.555555555555556,4,24,0.375,458,"estimated",NA,"emi_total_0508_pooled","dise_emi_enrollment_share_total_0508_pooled","structural_iv"
